StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q13,Q14,Q18,Q15,Q16,Q17,Q1,Q2,Q3,Q4,Q5,Q6
4/7/2023 9:17,4/7/2023 9:21,IP Address,108.180.203.164,100,249,TRUE,4/7/2023 9:21,R_1OlzjSN09nOVSPQ,,,,,49.2492,-123.1924,anonymous,EN,L22 (Tuesday AM),Max Botsis,,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,"Made labs a lot less stressful as he was always calm, kind, and helpful. I am very glad I had him as my TA"
4/8/2023 11:26,4/8/2023 11:29,IP Address,3.96.138.168,100,142,TRUE,4/8/2023 11:29,R_74lzCzUlZSoai8p,,,,,45.5075,-73.5887,anonymous,EN,L22 (Tuesday AM),TA23,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,She was helpful and non-judgemental
4/1/2023 16:30,4/1/2023 16:30,IP Address,99.199.23.69,20,8,FALSE,4/8/2023 16:30,R_2tD8XT1kUt03VUN,,,,,,,anonymous,EN,L24 (Wednesday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,'- She was so helpful!! she was effective in asking good questions to engage me and when I didnt know certain answers was very helpful in explaining them. 
4/9/2023 12:17,4/9/2023 12:22,IP Address,128.189.213.187,100,304,TRUE,4/9/2023 12:23,R_cwG0qpUaessFOhz,,,,,49.2372,-123.037,anonymous,EN,L26 (Thursday AM),,,,,TA22,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"he  is my favourite TA of all time. I was really nervous doing chemistry labs but he was always so helpful and informative. He helped calm our nerves, reassured us when things didn’t go as expected and kept the lab sessions lighthearted and relatively relaxing. As the weeks went by, I gained more confidence in myself and really enjoyed learning about the different reactions and the theory behind them with David. Can’t praise him enough for his support this term and his willingness to help us with a positive attitude and demeanour."
4/2/2023 14:04,4/2/2023 14:05,IP Address,154.5.217.163,20,54,FALSE,4/9/2023 14:05,R_1d6adNgwEZ72v0B,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,She was really approachable and easy to talk to. She also gave really good advice when problems arose during my experiements!
4/9/2023 14:58,4/9/2023 15:00,IP Address,50.68.26.72,100,144,TRUE,4/9/2023 15:00,R_1dMNChy3TSBfFVz,,,,,49.2372,-123.037,anonymous,EN,L23 (Tuesday PM),,TA16,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"he  is my favourite TA of all time. I was really nervous doing chemistry labs but he was always so helpful and informative. He helped calm our nerves, reassured us when things didn’t go as expected and kept the lab sessions lighthearted and relatively relaxing. As the weeks went by, I gained more confidence in myself and really enjoyed learning about the different reactions and the theory behind them with David. Can’t praise him enough for his support this term and his willingness to help us with a positive attitude and demeanour."
4/9/2023 15:15,4/9/2023 15:36,IP Address,70.79.135.57,100,1282,TRUE,4/9/2023 15:36,R_2rISmNeZrrRJXHO,,,,,49.2492,-123.1924,anonymous,EN,L26 (Thursday AM),,,,,TA2,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
4/9/2023 19:45,4/9/2023 19:47,IP Address,108.172.98.114,100,113,TRUE,4/9/2023 19:47,R_voWM2EbTX9Mf0Zj,,,,,49.2293,-123.1882,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
4/10/2023 10:23,4/10/2023 10:24,IP Address,172.103.173.109,100,27,TRUE,4/10/2023 10:24,R_3D1j3eMcDdbIweS,,,,,49.2666,-123.1976,anonymous,EN,L24 (Wednesday AM),,,TA15,,,,Agree,Agree,Agree,Agree,Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
4/11/2023 20:26,4/11/2023 20:29,IP Address,128.189.215.129,100,141,TRUE,4/11/2023 20:29,R_24R1t0B3msc0qZj,,,,,49.4635,-122.822,anonymous,EN,L24 (Wednesday AM),,,TA15,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
4/5/2023 23:17,4/5/2023 23:18,IP Address,108.172.240.13,20,12,FALSE,4/12/2023 23:18,R_1d02QSmCkYwgNQl,,,,,,,anonymous,EN,L23 (Tuesday PM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"She has to be the sweetest TA I have ever had in my entire three years of undergraduate studies at UBC. She was always prepared, willing to help no matter how many times you asked the same question, and extremely efficient at problem solving. She made the entire lab session feel less like an evaluated lab and more like a fun time, easing stress off of me and my peers by doing so. She was great and I'm definitely going to miss having her as a TA in the future "
4/5/2023 23:27,4/5/2023 23:28,IP Address,50.68.216.105,60,55,FALSE,4/12/2023 23:28,R_2zp5NweOjHuzAO0,,,,,,,anonymous,EN,L23 (Tuesday PM),,TA17,,,,,,,,,,
4/13/2023 0:42,4/13/2023 0:53,IP Address,64.180.149.151,100,615,TRUE,4/13/2023 0:53,R_1ozfabq4stnsprv,,,,,49.2246,-123.0711,anonymous,EN,L23 (Tuesday PM),,TA23,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
4/13/2023 0:53,4/13/2023 0:55,IP Address,64.180.149.151,100,110,TRUE,4/13/2023 0:55,R_6DOqNAgXU7Dn4l3,,,,,49.2246,-123.0711,anonymous,EN,L23 (Tuesday PM),,TA16,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was really approachable and easy to talk to. She also gave really good advice when problems arose during my experiements!
4/13/2023 13:04,4/13/2023 13:04,IP Address,128.189.242.12,100,23,TRUE,4/13/2023 13:04,R_RPHBlJx7KbRlRPb,,,,,49.4635,-122.822,anonymous,EN,L27 (Thursday PM),,,,,,TA7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
4/13/2023 14:16,4/13/2023 14:18,IP Address,206.87.192.154,100,122,TRUE,4/13/2023 14:18,R_3e4W2Fc4ktShsYw,,,,,49.4635,-122.822,anonymous,EN,L25 (Wednesday PM),,,,TA14,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Made labs a lot less stressful as he was always calm, kind, and helpful. I am very glad I had him as my TA"
4/14/2023 10:37,4/14/2023 10:39,IP Address,206.116.180.138,100,68,TRUE,4/14/2023 10:39,R_29v4Z3J8QsVkGeL,,,,,49.1836,-123.1164,anonymous,EN,L23 (Tuesday PM),,TA3,,,,,Agree,Agree,Agree,Agree,Agree,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
4/15/2023 15:52,4/15/2023 15:54,IP Address,206.12.142.110,100,119,TRUE,4/15/2023 15:54,R_2tJY1iufSgRUIJh,,,,,49.4635,-122.822,anonymous,EN,L26 (Thursday AM),,,,,TA2,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
4/16/2023 1:28,4/16/2023 1:41,IP Address,192.80.162.189,100,774,TRUE,4/16/2023 1:41,R_2aQzh8jUXbbskYL,,,,,49.213,-123.0951,anonymous,EN,L25 (Wednesday PM),,,,TA5,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,'- She was so helpful!! she was effective in asking good questions to engage me and when I didnt know certain answers was very helpful in explaining them. 
4/9/2023 1:42,4/9/2023 1:49,IP Address,173.181.124.237,20,428,FALSE,4/16/2023 1:49,R_2zondSCkj4jMNLx,,,,,,,anonymous,EN,L23 (Tuesday PM),,,,,,,,,,,,"I think she was my favourite TA that I have ever had! She was always kind and easy to approach when I had questions, and worked through them with me by asking about my thought process. I think this really helped solidify some of my understanding with the concepts, as opposed to if I were just given the answers! :)"
4/9/2023 15:00,4/9/2023 15:01,IP Address,50.68.26.72,60,41,FALSE,4/16/2023 15:01,R_1DBuD6QEVnLtkL4,,,,,,,anonymous,EN,L23 (Tuesday PM),,TA3,,,,,,,,,,"She has to be the sweetest TA I have ever had in my entire three years of undergraduate studies at UBC. She was always prepared, willing to help no matter how many times you asked the same question, and extremely efficient at problem solving. She made the entire lab session feel less like an evaluated lab and more like a fun time, easing stress off of me and my peers by doing so. She was great and I'm definitely going to miss having her as a TA in the future "
4/16/2023 18:59,4/16/2023 19:06,IP Address,70.71.100.68,100,381,TRUE,4/16/2023 19:06,R_bviav4O6GHOtAU9,,,,,49.17,-122.7348,anonymous,EN,L26 (Thursday AM),,,,,TA1,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,
4/9/2023 21:55,4/9/2023 21:55,IP Address,108.172.242.240,20,13,FALSE,4/16/2023 21:55,R_0kuJ2ZdA3Q1aa1r,,,,,,,anonymous,EN,L27 (Thursday PM),,,,,,,,,,,,"He  has been an excellent TA. If I need help, he will be there to help while also promoting my understanding of the fundamental ideas of the experiment or experimental step. When I don't understand something, he does not just give me the answer but asks more questions that actually guide me to my own answer, which I think is about as effective as teaching can get. On top of this he is a very kind and considerate, and also funny, which takes away from the sometimes stressful environment of the lab! 10/10 TA."
4/16/2023 22:58,4/16/2023 22:59,IP Address,162.156.155.206,100,80,TRUE,4/16/2023 22:59,R_x5w9tb205bEfvcR,,,,,49.2732,-123.0124,anonymous,EN,L23 (Tuesday PM),,TA16,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"he  is my favourite TA of all time. I was really nervous doing chemistry labs but he was always so helpful and informative. He helped calm our nerves, reassured us when things didn’t go as expected and kept the lab sessions lighthearted and relatively relaxing. As the weeks went by, I gained more confidence in myself and really enjoyed learning about the different reactions and the theory behind them with David. Can’t praise him enough for his support this term and his willingness to help us with a positive attitude and demeanour."
4/12/2023 11:02,4/12/2023 11:02,IP Address,128.189.81.15,20,39,FALSE,4/19/2023 11:04,R_217kml0iuTvjv4C,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,TA14,,,,,,,,She was helpful and non-judgemental
